# started on Sat Aug  1 21:30:22 2026

74192745460,,cycles:u,19952663657,66.00,,
92746139497,,instructions:u,24944806785,83.00,1.25,insn per cycle
19074125642,,branches:u,24946350385,83.00,,
73676586,,branch-misses:u,24950393163,83.00,0.39,of all branches
1115109364,,cache-references:u,24951613793,83.00,,
159300,,cache-misses:u,24949774479,83.00,0.01,of all cache refs
